"Time","hourly_load","Predicted","Lahore_summary","Lahore_icon","Lahore_precipIntensity","Lahore_precipProbability","Lahore_temperature","Lahore_apparentTemperature","Lahore_dewPoint","Lahore_humidity","Lahore_pressure","Lahore_windSpeed","Lahore_windGust","Multan_summary","Multan_icon","Multan_precipIntensity","Multan_precipProbability","Multan_temperature","Multan_apparentTemperature","Multan_dewPoint","Multan_humidity","Multan_pressure","Multan_windSpeed","Multan_windGust","Faislabad_summary","Faislabad_icon","Faislabad_precipIntensity","Faislabad_precipProbability","Faislabad_temperature","Faislabad_apparentTemperature","Faislabad_dewPoint","Faislabad_humidity","Faislabad_pressure","Faislabad_windSpeed","Faislabad_windGust","Quetta_summary","Quetta_icon","Quetta_precipIntensity","Quetta_precipProbability","Quetta_temperature","Quetta_apparentTemperature","Quetta_dewPoint","Quetta_humidity","Quetta_pressure","Quetta_windSpeed","Quetta_windGust","Peshawar_summary","Peshawar_icon","Peshawar_precipIntensity","Peshawar_precipProbability","Peshawar_temperature","Peshawar_apparentTemperature","Peshawar_dewPoint","Peshawar_humidity","Peshawar_pressure","Peshawar_windSpeed","Peshawar_windGust","Gujranwala_summary","Gujranwala_icon","Gujranwala_precipIntensity","Gujranwala_precipProbability","Gujranwala_temperature","Gujranwala_apparentTemperature","Gujranwala_dewPoint","Gujranwala_humidity","Gujranwala_pressure","Gujranwala_windSpeed","Gujranwala_windGust","Hyderabad_summary","Hyderabad_icon","Hyderabad_precipIntensity","Hyderabad_precipProbability","Hyderabad_temperature","Hyderabad_apparentTemperature","Hyderabad_dewPoint","Hyderabad_humidity","Hyderabad_pressure","Hyderabad_windSpeed","Hyderabad_windGust","Sukkur_summary","Sukkur_icon","Sukkur_precipIntensity","Sukkur_precipProbability","Sukkur_temperature","Sukkur_apparentTemperature","Sukkur_dewPoint","Sukkur_humidity","Sukkur_pressure","Sukkur_windSpeed","Sukkur_windGust","Islamabad_summary","Islamabad_icon","Islamabad_precipIntensity","Islamabad_precipProbability","Islamabad_temperature","Islamabad_apparentTemperature","Islamabad_dewPoint","Islamabad_humidity","Islamabad_pressure","Islamabad_windSpeed","Islamabad_windGust"
2021-06-19 13:00:00,NA,21288.4042642433,"Clear","clear-day",0,0,38.46,40.23,17.78,0.3,998.7,2.26,3.08,"Clear","clear-day",0,0,39.86,41.88,17.72,0.28,997.8,2.24,2.6,"Clear","clear-day",0,0,39.34,40.83,17.1,0.27,998.2,2.02,3.49,"Clear","clear-day",0,0,30.47,30.47,-1.52,0.13,1002.4,2.3,2.39,"Clear","clear-day",0,0,38.54,38.54,-2.14,0.08,999.2,1.79,3.36,"Clear","clear-day",0,0,38.86,39.74,16.24,0.27,998.5,1.83,3.03,"Humid","clear-day",0.0087,0.01,38.91,45.15,22.54,0.39,998.8,5.05,5.63,"Clear","clear-day",0,0,38.59,41.33,19.06,0.32,998.1,3.18,3.33,"Clear","clear-day",0,0,36.6,36.6,10.37,0.2,999.2,2.17,2.61
2021-06-19 14:00:00,NA,22297.2627252401,"Clear","clear-day",0.0331,0.01,39.57,39.81,14.82,0.23,997.7,2.38,3.61,"Clear","clear-day",0,0,40.08,41.62,16.96,0.26,997.6,2.28,2.57,"Clear","clear-day",0,0,40.49,40.49,13.88,0.21,997.7,2.31,4.09,"Clear","clear-day",0,0,31.66,31.66,-2.94,0.11,1001.3,2.59,2.66,"Clear","clear-day",0,0,39.7,39.7,-3.73,0.06,998.3,1.99,4.35,"Clear","clear-day",0,0,39.92,39.92,13.41,0.21,997.7,1.89,3.1,"Humid","clear-day",0.0112,0.02,39.23,45.85,22.77,0.39,998.1,4.78,5.15,"Clear","clear-day",0,0,39.14,41.56,18.48,0.3,997.6,3.47,3.55,"Clear","clear-day",0,0,37.73,37.73,7.49,0.16,998.6,2.18,3.04
2021-06-19 15:00:00,NA,22341.7457872842,"Clear","clear-day",0.023,0.02,40.24,40.24,13.89,0.21,996.6,2.31,4.17,"Clear","clear-day",0,0,41.53,41.8,14.4,0.2,996.2,2.58,2.65,"Partly Cloudy","partly-cloudy-day",0,0,41.16,41.16,12.43,0.18,996.4,2.32,3.99,"Clear","clear-day",0,0,32.4,32.4,-4.28,0.09,1000.7,3.12,3.14,"Clear","clear-day",0,0,40.82,40.82,-6.06,0.05,997.2,2.46,5.18,"Clear","clear-day",0.0053,0.01,40.83,40.83,11.06,0.17,996.6,2.02,3.37,"Clear","clear-day",0.1168,0.05,39.89,45.31,21.57,0.35,997.5,5.19,5.52,"Clear","clear-day",0,0,39.5,40.45,16.16,0.26,996.5,3.69,3.72,"Clear","clear-day",0,0,38.77,38.77,5.97,0.14,997.2,2.27,3.43
2021-06-19 16:00:00,NA,21785.7304745847,"Partly Cloudy","partly-cloudy-day",0.064,0.02,39.93,40.12,14.63,0.23,996.2,3.89,5.35,"Clear","clear-day",0,0,42.15,42.18,13.82,0.19,995.9,3.05,3.1,"Partly Cloudy","partly-cloudy-day",0,0,41.82,41.82,9.75,0.15,996.3,2.32,3.68,"Clear","clear-day",0,0,32.5,32.5,-5.23,0.08,1000.1,3.71,3.86,"Clear","clear-day",0,0,41.33,41.33,-5.92,0.05,996.6,2.98,5.64,"Clear","clear-day",0.0063,0.01,41.37,41.37,9.57,0.15,996,2.33,3.76,"Clear","clear-day",0.3541,0.07,39.25,44.77,21.83,0.37,997,6.06,6.06,"Clear","clear-day",0,0,39.8,40.5,15.64,0.24,996.1,3.92,3.93,"Clear","clear-day",0,0,39.66,39.66,4.4,0.12,997,2.4,3.64
2021-06-19 17:00:00,NA,20755.7481061478,"Partly Cloudy","partly-cloudy-day",0,0,39.45,39.45,14.14,0.22,996.2,3.99,5.15,"Clear","clear-day",0,0,41.56,42.32,15.28,0.22,995.2,3.57,3.64,"Partly Cloudy","partly-cloudy-day",0,0,42.02,42.02,8.57,0.14,995.5,2.74,3.98,"Clear","clear-day",0,0,31.95,31.95,-5.86,0.08,999.7,3.89,4.09,"Clear","clear-day",0,0,41.6,41.6,-3.04,0.06,995.8,2.86,4.58,"Clear","clear-day",0,0,41.33,41.33,9.53,0.15,995.7,2.28,3.97,"Clear","clear-day",0.0518,0.02,39.07,44.78,22.04,0.38,997,6.91,7.32,"Clear","clear-day",0,0,39.85,41.23,16.77,0.26,995.5,4.33,4.33,"Clear","clear-day",0,0,40.01,40.01,1.8,0.09,996,2.24,3.65
2021-06-19 18:00:00,NA,19470.9115725045,"Mostly Cloudy","partly-cloudy-day",0.0488,0.02,38.93,38.93,13.22,0.22,996.1,3.27,4.27,"Clear","clear-day",0,0,41.63,41.63,13.8,0.2,995.3,3.52,3.87,"Partly Cloudy","partly-cloudy-day",0,0,41.36,41.36,7.77,0.13,995.7,2.68,4.35,"Clear","clear-day",0,0,31.25,31.25,-7.78,0.07,999.6,3.87,4.2,"Clear","clear-day",0,0,40.74,40.74,-1.65,0.07,995.8,2.87,4.41,"Clear","clear-day",0.0083,0.01,40.85,40.85,9.22,0.15,995.4,2.48,3.93,"Humid","clear-day",0.2948,0.04,36.8,42.68,22.76,0.45,997.4,7.61,9.11,"Clear","clear-day",0,0,39.47,40.16,15.72,0.25,995.5,4.46,4.46,"Clear","clear-day",0,0,39.43,39.43,2.21,0.1,996.3,1.95,3.28
2021-06-19 19:00:00,NA,19920.6811481458,"Partly Cloudy","partly-cloudy-day",0.0198,0.01,38.11,38.11,12.68,0.22,996.4,2.76,3.94,"Clear","clear-day",0,0,40.37,40.54,14.46,0.22,995.6,3.45,5.65,"Clear","clear-day",0,0,39.25,39.25,9.83,0.17,996,2.4,4.47,"Clear","clear-day",0,0,30.01,30.01,-10.38,0.07,1000,3.29,4.85,"Clear","clear-day",0,0,38.61,38.61,1.2,0.1,996,2.62,3.95,"Partly Cloudy","partly-cloudy-day",0.01,0.01,39.41,39.41,10.48,0.18,995.7,2.67,5.4,"Humid","clear-day",0.0548,0.03,34.44,40.12,23.17,0.52,998.5,6.94,9.99,"Clear","clear-day",0,0,38.78,39.56,16.08,0.26,995.7,4.53,6.52,"Clear","clear-day",0,0,37.47,37.47,3.32,0.12,996.7,1.38,2.33
2021-06-19 20:00:00,NA,19290.7961948903,"Partly Cloudy","partly-cloudy-night",0.0115,0.01,36.53,36.53,13.56,0.25,996.9,2.68,4.15,"Clear","clear-night",0,0,38.69,39.73,16.56,0.27,996.2,3.52,7.36,"Clear","clear-night",0,0,37.25,37.25,13.6,0.24,996.6,3.5,7.64,"Clear","clear-night",0,0,28.17,28.17,-10.19,0.07,1000.8,2.16,5.43,"Clear","clear-night",0,0,36.76,36.76,5.08,0.14,996.3,2.62,5.79,"Partly Cloudy","partly-cloudy-night",0.0765,0.02,37.45,37.45,13.49,0.24,996.8,2.36,5.59,"Humid","clear-night",0.0167,0.02,33.47,39.24,23.48,0.56,998.9,6.99,10.84,"Clear","clear-night",0,0,38.03,40.08,18.3,0.32,996.2,4.53,8.28,"Clear","clear-night",0,0,35.08,35.08,3.58,0.14,997,1.06,1.54
2021-06-19 21:00:00,NA,19448.5689635903,"Partly Cloudy","partly-cloudy-night",0.0168,0.01,36.12,36.12,13.42,0.26,997.5,2.76,4.52,"Partly Cloudy","partly-cloudy-night",0,0,37.62,38.38,16.41,0.29,996.8,3.81,8.65,"Clear","clear-night",0,0,35.63,35.63,13.48,0.27,997.1,3.21,7.81,"Clear","clear-night",0,0,26.45,26.45,-9.43,0.09,1001.2,1.81,3.13,"Clear","clear-night",0,0,35.24,35.24,4.78,0.15,996.8,2.7,6.18,"Partly Cloudy","partly-cloudy-night",0.0449,0.02,36.6,36.6,13.32,0.25,997.4,2.24,5.05,"Humid","clear-night",0.0141,0.02,31.38,36.89,23.85,0.64,999.8,7.04,10.88,"Clear","clear-night",0,0,37.04,38.69,18.03,0.33,996.9,4.97,9.16,"Clear","clear-night",0,0,33.76,33.76,4.25,0.16,997.8,1.22,1.7
2021-06-19 22:00:00,NA,19246.2343114908,"Clear","clear-night",0.085,0.03,35.03,35.03,14.16,0.29,998.5,2.48,3.92,"Partly Cloudy","partly-cloudy-night",0.0088,0.02,36.66,37.45,16.74,0.31,996.8,3.2,7.57,"Clear","clear-night",0,0,34.72,34.72,13.4,0.28,997.6,2.82,7.61,"Clear","clear-night",0,0,25.08,25.08,-5.47,0.13,1002.4,2.14,2.57,"Clear","clear-night",0,0,34.02,34.02,5.75,0.17,997.7,2.56,5.7,"Clear","clear-night",0.1103,0.03,35.37,35.37,14.11,0.28,998.2,2.25,4.16,"Humid and Partly Cloudy","partly-cloudy-night",0.0121,0.02,30.79,36.69,24.39,0.69,1000.6,7.12,10.68,"Clear","clear-night",0,0,36.23,38.41,19.02,0.37,997.4,5.77,10.17,"Clear","clear-night",0.0174,0.01,32.81,32.81,4.55,0.17,998.3,1.72,2.52
2021-06-19 23:00:00,NA,19354.4529987127,"Clear","clear-night",0.0225,0.03,33.81,34.06,16.42,0.35,999.2,2.78,4.24,"Partly Cloudy","partly-cloudy-night",0.0069,0.01,35.76,38.06,19.3,0.38,997,3.86,9.35,"Clear","clear-night",0,0,34.12,34.42,16.47,0.35,997.7,3.01,9.72,"Clear","clear-night",0,0,23.54,23.54,1.71,0.24,1002.1,2.42,2.48,"Clear","clear-night",0,0,33.27,33.27,8.36,0.22,997.7,2.1,4.34,"Clear","clear-night",0.0313,0.01,33.16,33.5,16.72,0.37,999.2,2.54,3.59,"Humid and Partly Cloudy","partly-cloudy-night",0.0087,0.02,30.8,37.02,24.65,0.7,1000.7,6.86,9.78,"Clear","clear-night",0,0,35.45,38.89,20.77,0.42,997.4,6.83,11.96,"Clear","clear-night",0,0,32.01,32.01,4.73,0.18,998.9,2.33,3.54
