"Time","hourly_load","Predicted","Lahore_summary","Lahore_icon","Lahore_precipIntensity","Lahore_precipProbability","Lahore_temperature","Lahore_apparentTemperature","Lahore_dewPoint","Lahore_humidity","Lahore_pressure","Lahore_windSpeed","Lahore_windGust","Multan_summary","Multan_icon","Multan_precipIntensity","Multan_precipProbability","Multan_temperature","Multan_apparentTemperature","Multan_dewPoint","Multan_humidity","Multan_pressure","Multan_windSpeed","Multan_windGust","Faislabad_summary","Faislabad_icon","Faislabad_precipIntensity","Faislabad_precipProbability","Faislabad_temperature","Faislabad_apparentTemperature","Faislabad_dewPoint","Faislabad_humidity","Faislabad_pressure","Faislabad_windSpeed","Faislabad_windGust","Quetta_summary","Quetta_icon","Quetta_precipIntensity","Quetta_precipProbability","Quetta_temperature","Quetta_apparentTemperature","Quetta_dewPoint","Quetta_humidity","Quetta_pressure","Quetta_windSpeed","Quetta_windGust","Peshawar_summary","Peshawar_icon","Peshawar_precipIntensity","Peshawar_precipProbability","Peshawar_temperature","Peshawar_apparentTemperature","Peshawar_dewPoint","Peshawar_humidity","Peshawar_pressure","Peshawar_windSpeed","Peshawar_windGust","Gujranwala_summary","Gujranwala_icon","Gujranwala_precipIntensity","Gujranwala_precipProbability","Gujranwala_temperature","Gujranwala_apparentTemperature","Gujranwala_dewPoint","Gujranwala_humidity","Gujranwala_pressure","Gujranwala_windSpeed","Gujranwala_windGust","Hyderabad_summary","Hyderabad_icon","Hyderabad_precipIntensity","Hyderabad_precipProbability","Hyderabad_temperature","Hyderabad_apparentTemperature","Hyderabad_dewPoint","Hyderabad_humidity","Hyderabad_pressure","Hyderabad_windSpeed","Hyderabad_windGust","Sukkur_summary","Sukkur_icon","Sukkur_precipIntensity","Sukkur_precipProbability","Sukkur_temperature","Sukkur_apparentTemperature","Sukkur_dewPoint","Sukkur_humidity","Sukkur_pressure","Sukkur_windSpeed","Sukkur_windGust","Islamabad_summary","Islamabad_icon","Islamabad_precipIntensity","Islamabad_precipProbability","Islamabad_temperature","Islamabad_apparentTemperature","Islamabad_dewPoint","Islamabad_humidity","Islamabad_pressure","Islamabad_windSpeed","Islamabad_windGust"
"2021-03-15 10:00:00",NA,14061.5021930559,"Clear","clear-day",0,0,25.62,25.62,5.45,0.27,1013.3,2.36,2.49,"Clear","clear-day",0,0,24.99,24.99,8.92,0.36,1015.3,5.65,8.37,"Clear","clear-day",0,0,25.05,25.05,7.93,0.34,1014.1,3.03,3.45,"Clear","clear-day",0,0,14.95,14.95,-6.02,0.23,1017.4,1.51,3.15,"Partly Cloudy","partly-cloudy-day",0,0,20.62,20.62,12.01,0.58,1016.8,1.87,2.28,"Clear","clear-day",0,0,24.59,24.59,6.7,0.32,1013.2,3.43,3.63,"Clear","clear-day",0,0,30.17,30.17,-1.75,0.13,1013,2.68,3.26,"Partly Cloudy","partly-cloudy-day",0,0,28.19,28.19,2.84,0.2,1013.9,4.38,4.56,"Mostly Cloudy","partly-cloudy-day",0.0059,0.01,19.01,19.01,9.57,0.54,1015.7,3.73,4.25
"2021-03-15 11:00:00",NA,14162.4581837431,"Clear","clear-day",0,0,27.79,27.79,4.79,0.23,1013,1.92,1.92,"Clear","clear-day",0,0,27.02,27.02,8.09,0.3,1015,5.08,6.81,"Partly Cloudy","partly-cloudy-day",0,0,27.35,27.35,6.5,0.27,1013.7,2.49,2.91,"Clear","clear-day",0,0,16.66,16.66,-8.84,0.17,1016.7,2.45,4.86,"Mostly Cloudy","partly-cloudy-day",0,0,21.99,21.99,11.26,0.51,1016.3,2.11,2.62,"Clear","clear-day",0,0,26.92,26.92,5.09,0.25,1013,2.84,2.84,"Clear","clear-day",0,0,32.66,32.66,-0.48,0.12,1013,2.73,2.78,"Clear","clear-day",0,0,30.17,30.17,5.5,0.21,1013.8,4.12,4.12,"Mostly Cloudy","partly-cloudy-day",0,0,20.74,20.74,9.86,0.5,1015.6,4.25,4.81
"2021-03-15 12:00:00",NA,13846.4750402303,"Clear","clear-day",0,0,29.71,29.71,3.55,0.19,1012.1,2.06,2.58,"Clear","clear-day",0,0,28.7,28.7,7.17,0.26,1014,4.4,5.44,"Partly Cloudy","partly-cloudy-day",0,0,29.03,29.03,5.19,0.22,1012.9,2.3,3.28,"Clear","clear-day",0,0,18.23,18.23,-9.06,0.15,1015.6,3.32,6.19,"Overcast","cloudy",0,0,23.04,23.04,10.41,0.45,1015.6,2.21,2.56,"Clear","clear-day",0,0,28.83,28.83,3.17,0.19,1012.6,2.54,2.74,"Clear","clear-day",0,0,34.29,34.29,-0.95,0.11,1012.3,2.4,2.68,"Clear","clear-day",0,0,31.79,31.79,4.88,0.18,1013,3.88,3.88,"Mostly Cloudy","partly-cloudy-day",0,0,22.94,22.94,9.84,0.43,1014.9,3.96,4.02
"2021-03-15 13:00:00",NA,13019.479177271,"Partly Cloudy","partly-cloudy-day",0,0,31.15,31.15,2.02,0.16,1011.1,2.39,4.35,"Clear","clear-day",0,0,29.96,29.96,5.56,0.21,1012.7,3.54,4.7,"Clear","clear-day",0,0,30.56,30.56,3.54,0.18,1011.8,2.09,4.3,"Clear","clear-day",0,0,19.83,19.83,-9.7,0.13,1014.2,3.93,6.47,"Overcast","cloudy",0,0,24.34,24.34,9.76,0.4,1014.5,2.34,2.66,"Clear","clear-day",0,0,30.62,30.62,1.69,0.16,1011.5,2.42,3.64,"Clear","clear-day",0,0,35.52,35.52,-1.63,0.09,1011.1,2.2,2.2,"Clear","clear-day",0,0,33.04,33.04,3.86,0.16,1011.8,3.35,3.75,"Mostly Cloudy","partly-cloudy-day",0,0,24.61,24.61,9.95,0.4,1013.9,3.77,3.9
"2021-03-15 14:00:00",NA,13417.4670134012,"Clear","clear-day",0,0,32.07,32.07,0.28,0.13,1010,2.46,4.52,"Clear","clear-day",0,0,31.15,31.15,3.25,0.17,1011.4,2.99,4.77,"Clear","clear-day",0,0,31.56,31.56,1.75,0.15,1010.7,2.25,4.85,"Clear","clear-day",0,0,20.87,20.87,-10.28,0.11,1013,4.39,6.66,"Overcast","cloudy",0,0,25.28,25.28,9.4,0.37,1013.3,2.4,2.69,"Clear","clear-day",0,0,31.78,31.78,0.15,0.13,1010.5,2.43,3.64,"Clear","clear-day",0,0,36.76,36.76,-2.98,0.08,1009.8,1.78,1.95,"Clear","clear-day",0,0,34.29,34.29,2.53,0.14,1010.6,2.94,4.02,"Mostly Cloudy","partly-cloudy-day",0,0,25.53,25.53,9.99,0.38,1012.7,3.58,3.66
"2021-03-15 15:00:00",NA,13132.6810271408,"Clear","clear-day",0,0,32.64,32.64,-1.38,0.11,1009.6,2.4,4.43,"Clear","clear-day",0,0,31.97,31.97,1.39,0.14,1010.9,2.42,4.77,"Clear","clear-day",0,0,32.17,32.17,0.08,0.13,1010.2,2.7,4.76,"Clear","clear-day",0,0,21.4,21.4,-11.34,0.1,1012.4,4.83,6.82,"Overcast","cloudy",0,0,26.02,26.02,9.08,0.34,1012.7,2.22,2.43,"Partly Cloudy","partly-cloudy-day",0,0,32.49,32.49,-1.52,0.11,1010,2.26,3.52,"Clear","clear-day",0,0,37.72,37.72,-4.39,0.07,1008.9,1.47,2.13,"Clear","clear-day",0,0,35.04,35.04,1.44,0.12,1009.6,2.92,3.97,"Mostly Cloudy","partly-cloudy-day",0,0,25.96,25.96,9.87,0.36,1012.2,3.42,3.49
"2021-03-15 16:00:00",NA,13044.4874051955,"Clear","clear-day",0,0,32.73,32.73,-2.16,0.11,1009.1,2.55,4.2,"Clear","clear-day",0,0,32.72,32.72,0.24,0.13,1010.2,1.95,4.49,"Clear","clear-day",0,0,32.29,32.29,-0.1,0.13,1009.6,3.33,4.62,"Clear","clear-day",0,0,21.01,21.01,-12.25,0.1,1012.1,4.91,6.76,"Overcast","cloudy",0,0,26.08,26.08,9.21,0.34,1012.5,1.97,2.18,"Partly Cloudy","partly-cloudy-day",0,0,32.44,32.44,-1.59,0.11,1009.5,2.28,3.16,"Clear","clear-day",0,0,38.43,38.43,-5.23,0.06,1008.5,1.23,2.18,"Clear","clear-day",0,0,35.76,35.76,0.21,0.11,1009,2.86,4.07,"Overcast","cloudy",0,0,25.54,25.54,10.52,0.39,1012.3,3.37,3.6
"2021-03-15 17:00:00",NA,13023.4593892422,"Clear","clear-day",0,0,32.54,32.54,-2.28,0.11,1008.8,2.76,3.95,"Clear","clear-day",0,0,32.83,32.83,0.4,0.13,1009.8,2.2,3.66,"Clear","clear-day",0,0,32.05,32.05,1.78,0.15,1009.2,3.5,4.37,"Clear","clear-day",0,0,20.33,20.33,-10.11,0.12,1012,5.01,7.17,"Overcast","cloudy",0,0,25.84,25.84,10.25,0.38,1012.3,1.77,2.29,"Clear","clear-day",0,0,32.09,32.09,-0.32,0.13,1009.2,2.69,3.93,"Clear","clear-day",0,0,38.42,38.42,-5.57,0.06,1008.1,1.16,1.89,"Clear","clear-day",0,0,35.97,35.97,-0.18,0.1,1008.5,2.59,3.47,"Overcast","cloudy",0,0,25.25,25.25,12,0.44,1012,3.64,5.29
"2021-03-15 18:00:00",NA,13982.162179319,"Clear","clear-day",0,0,29.85,29.85,-0.58,0.14,1009.1,2.84,4.98,"Clear","clear-day",0,0,30.75,30.75,1.2,0.15,1009.9,2.5,3.52,"Clear","clear-day",0,0,29.59,29.59,4.75,0.21,1009.4,3.44,8.18,"Partly Cloudy","partly-cloudy-day",0,0,18.71,18.71,-9.04,0.14,1012.5,4.15,6.38,"Overcast","cloudy",0,0,24.32,24.32,11.45,0.44,1012.7,1.51,2.13,"Clear","clear-day",0,0,28.9,28.9,2.28,0.18,1009.5,2.8,4.28,"Clear","clear-day",0,0,36.56,36.56,-4.77,0.07,1008.2,1.66,2.61,"Clear","clear-day",0,0,33.96,33.96,0.4,0.12,1008.5,2.71,2.79,"Overcast","cloudy",0,0,23.46,23.46,12.24,0.49,1012,3.41,5.85
"2021-03-15 19:00:00",NA,13823.3983307139,"Clear","clear-night",0,0,27.2,27.2,1.13,0.18,1009.6,3.02,5.9,"Clear","clear-night",0,0,28.03,28.03,2.54,0.19,1010.5,2.88,4.57,"Partly Cloudy","partly-cloudy-night",0,0,26.72,26.72,6.75,0.28,1010.1,3.28,7.29,"Partly Cloudy","partly-cloudy-night",0,0,17.18,17.18,-7.32,0.18,1013.3,2.45,4.25,"Overcast","cloudy",0,0,22.66,22.66,11.54,0.49,1013,1.46,1.93,"Clear","clear-night",0,0,25.64,25.64,4.51,0.26,1010,2.29,4.3,"Clear","clear-night",0,0,33.62,33.62,-3.85,0.09,1008.9,2.52,4.27,"Clear","clear-night",0,0,30.89,30.89,1.02,0.15,1009.1,2.74,3.5,"Overcast","cloudy",0,0,21.57,21.57,12.01,0.55,1011.8,3.18,6.05
"2021-03-15 20:00:00",NA,13548.125255121,"Partly Cloudy","partly-cloudy-night",0,0,25.18,25.18,2.71,0.23,1010.3,3.3,9.41,"Clear","clear-night",0,0,26.07,26.07,4.08,0.24,1011,2.94,4.88,"Clear","clear-night",0,0,24.51,24.51,8.49,0.36,1010.4,3.09,6.67,"Partly Cloudy","partly-cloudy-night",0,0,15.9,15.9,-6.06,0.22,1014.2,1.59,2.57,"Overcast","cloudy",0,0,21.29,21.29,11.61,0.54,1013.4,1.69,2.25,"Mostly Cloudy","partly-cloudy-night",0,0,23.52,23.52,5.62,0.31,1010.5,2.01,4.43,"Clear","clear-night",0,0,31.75,31.75,-1.24,0.12,1009.5,3.82,7.57,"Clear","clear-night",0,0,28.95,28.95,1.27,0.17,1009.5,2.46,3.29,"Overcast","cloudy",0.0052,0.01,20.07,20.07,11.91,0.59,1012.3,2.9,5.68
"2021-03-15 21:00:00",NA,12124.9639374293,"Partly Cloudy","partly-cloudy-night",0,0,23.67,23.67,6.28,0.33,1010.7,3.21,7.98,"Clear","clear-night",0,0,24.68,24.68,4.73,0.28,1011.5,2.74,4.54,"Clear","clear-night",0,0,22.99,22.99,9.68,0.43,1010.8,2.81,5.13,"Mostly Cloudy","partly-cloudy-night",0,0,15.04,15.04,-4.77,0.25,1014.6,1.21,1.59,"Overcast","cloudy",0.0051,0.01,20.56,20.56,11.73,0.57,1013.9,1.79,2.32,"Partly Cloudy","partly-cloudy-night",0,0,22.09,22.09,7.14,0.38,1010.9,2.49,5.61,"Clear","clear-night",0,0,29.97,29.97,2.72,0.18,1010.2,4.32,8.56,"Clear","clear-night",0,0,27.16,27.16,1.71,0.19,1010.1,2.14,3.04,"Overcast","cloudy",0.0056,0.01,19.09,19.09,11.82,0.63,1012.8,2.53,4.91
"2021-03-15 22:00:00",NA,10661.0682001583,"Clear","clear-night",0,0,21.98,21.98,9.04,0.44,1010.8,2.65,5,"Partly Cloudy","partly-cloudy-night",0,0,23.7,23.7,4.8,0.29,1011.7,2.47,4.05,"Clear","clear-night",0,0,21.84,21.84,10.81,0.5,1011,2.33,3.72,"Mostly Cloudy","partly-cloudy-night",0,0,14.06,14.06,-3.76,0.29,1014.8,1.28,1.34,"Overcast","cloudy",0,0,19.94,19.94,11.68,0.59,1014.1,1.9,2.52,"Mostly Cloudy","partly-cloudy-night",0,0,21.14,21.14,8.41,0.44,1011,3.11,7.02,"Clear","clear-night",0,0,28.41,28.41,5.16,0.23,1010.5,4.3,8.28,"Clear","clear-night",0,0,26.44,26.44,1.7,0.2,1010.4,2.43,3.96,"Overcast","cloudy",0,0,18.21,18.21,11.73,0.66,1013,2.51,4.23
"2021-03-15 23:00:00",NA,9952.85620841904,"Clear","clear-night",0,0,20.78,20.78,9.96,0.5,1010.8,2.19,2.86,"Partly Cloudy","partly-cloudy-night",0,0,22.68,22.68,4.94,0.32,1011.5,2.08,3.36,"Partly Cloudy","partly-cloudy-night",0,0,20.67,20.67,11.6,0.56,1011,1.7,1.98,"Mostly Cloudy","partly-cloudy-night",0,0,13.46,13.46,-2.66,0.33,1014.7,1.5,1.55,"Mostly Cloudy","partly-cloudy-night",0,0,19.13,19.13,12.15,0.64,1013.9,1.89,2.55,"Mostly Cloudy","partly-cloudy-night",0,0,19.92,19.92,10.54,0.55,1011.1,2.86,6.1,"Clear","clear-night",0,0,27.23,27.23,7.4,0.29,1010.6,4.32,8.17,"Clear","clear-night",0,0,25.95,25.95,2.15,0.21,1010.4,2.47,4.15,"Overcast","cloudy",0.0053,0.01,17.27,17.27,11.89,0.71,1012.9,2.41,3.69
"2021-03-16 00:00:00",NA,10194.9985146594,"Clear","clear-night",0,0,19.8,19.8,9.98,0.53,1010.5,2.33,3.19,"Partly Cloudy","partly-cloudy-night",0,0,21.48,21.48,5.22,0.35,1011.1,1.46,2.33,"Clear","clear-night",0,0,20.11,20.11,11.9,0.59,1010.7,1.93,2.46,"Overcast","cloudy",0,0,13.1,13.1,-2.37,0.34,1014.5,1.55,1.59,"Partly Cloudy","partly-cloudy-night",0,0,18.42,18.42,11.83,0.65,1013.9,1.55,2.07,"Mostly Cloudy","partly-cloudy-night",0,0,19.17,19.17,10.82,0.58,1010.9,2.71,5.46,"Clear","clear-night",0,0,26.24,26.24,7.58,0.31,1010.3,4.02,7.48,"Clear","clear-night",0,0,24.82,24.82,2.5,0.23,1009.8,2.15,3.36,"Mostly Cloudy","partly-cloudy-night",0.0113,0.01,16.34,16.34,11.54,0.73,1012.7,2.06,2.94
"2021-03-16 01:00:00",NA,9967.67211743644,"Clear","clear-night",0,0,18.98,18.98,10.09,0.56,1010.3,2.29,3.33,"Partly Cloudy","partly-cloudy-night",0,0,20.76,20.76,5.31,0.36,1010.7,1.19,2.01,"Mostly Cloudy","partly-cloudy-night",0,0,19.65,19.65,11.83,0.61,1010.5,1.86,2.55,"Mostly Cloudy","partly-cloudy-night",0,0,12.64,12.64,-2.21,0.36,1014.3,1.59,1.7,"Clear","clear-night",0,0,17.67,17.67,11.4,0.67,1013.9,1.22,1.63,"Mostly Cloudy","partly-cloudy-night",0,0,18.59,18.59,10.43,0.59,1010.7,2.34,3.73,"Clear","clear-night",0,0,25.42,25.42,6.85,0.31,1009.8,3.61,5.72,"Partly Cloudy","partly-cloudy-night",0,0,24.2,24.2,2.76,0.25,1009.4,2.35,3.67,"Mostly Cloudy","partly-cloudy-night",0.0335,0.01,15.32,15.32,11.03,0.76,1012.6,1.8,2.49
